id,title,content,tags
9243,How possible decouple Mimo transfer function robot multi Siso system,Here Mimo transfer function size 3*7 (3 inputs 7 outputs). Is possible decouple interaction loops get multi Siso system G ?,control
9244,ROS tutorials longer working,"Has anyone ever run case fresh install ROS cannot run tutorial packages? I running ROS Indigo nVidia Jetson TK1, using nVidia-supplied Ubuntu image. I fresh install, Ubuntu ROS, keep things clean project. I building kind 'demo-bot' students I teaching; use demo files code. Now, setting things up, I try run talker tutorial check make sure everything running, rospack pretty sure tutorials don't exist. For example, inputting terminal Outputs [rospack] Error: package 'rospy_tutorials' found This case every tutorial file; python C++. Now, I sure tutorials installed. I looking right file system, installed latest versions github. So I think something ROS' side things. Has anyone ever bumped something similar before, ROS package supposedly installed correctly isn't found ROS itself? I would rather reinstall I avoid it. EDIT #1 After playing more, I discovered multiple packages running. All - turtlebot code, packages - returned error above. So I suspect something got messed install ROS. roswtf able run, detect problems. However, going forward. EDIT #2 I double checked bashrc file. One export missing, ROS directory I trying work within. Adding solve problem. I still looking solution, hopefully involve reflashing TK1. EDIT #3 Alright, I've poking days pretty much gave trying get ROS work correctly, decided re-flash necessary. But I think I found something I booted host machine. In downloads folder, I v2.0 v1.2 JetPack. I know I used v2.0 latest install, time I used (it provides useful updates OpenCV bug fixes, among things). I'm going re-flash using v1.2 JetPack time, see things behave better ROS version. Its long shot, I work moment, shouldn't lose ROS capabilities (aside stuff I wanted OpenCV). I'll update everyone seems work. EDIT #4 Ok, everything seems working now. The problem seem issue Jetpack v2.0. I suspect change, somewhere v1.2 v2.0 (made accommodate new TX1 board), messes running ROS indigo TK1. I'm going detailed explanation answer question.",ros
9246,simulation robots,"I designing new mechanism similar robot arm. It would 6 7 axis arms traditional articulated arms. As result, new DH matrix,and inverse kinematics involve. I would like consult robot professionals forum suggest simulation tool mechanism? I plan start start end points. Then I trapezoid velocity plan take sample points sampling time along path. After that, I would like transfer sampling points motor joints DH matrix inverse kinematics. Finally I would basic 3D animation visualize movement temporally. I plan simulate controller behavior application motor drivers deal it. I need focus sending reasonable commands motor drivers. In opinion, Matlab, octave, VC++, third-party tools candidates. Starting ground zero would time-consuming work. I would appreciate experts share tool open source code experience. I search Matlab robotics toolbox I sure fits need expensive optimized ROS. In Octave also robotics toolbox I sure cannot.",robotic-arm matlab simulation c
9250,Quadcopter PID: Controller Saturating,"Good day, I currently creating autonomous quadcopter using cascading PID controller specifically P-PID controller using angle setpoints outer loop angular velocities inner loop. I finished tuning Roll PID last week +-5 degrees error however stable able withstand disturbances hand. I able tune quickly two nights however pitch axis different story. Introduction Problem: The pitch asymmetrical weight (front heavy due stereo vision cameras placed front). I tried move battery backwards compensate however due constraints DJI F450 frame still front heavy. In PID controller asymmetrical quadcopter, I-gain responsible compensating one able ""remember"" accumulating error. Problem Hand I saw tuning pitch gains, I could tune due irregular oscillations made hard pinpoint whether due high P, I D gain. The quadcopter pitch PID settings currently Prate=0.0475 Irate=0.03 Drate=0.000180 Pstab=3 giving error angle setpoint 15degrees +-10degrees. Here data corresponding video. RATE Kp = 0.0475, Ki = 0.03, Kd = 0.000180 STAB Kp=3 Video: Plot: Analysis Results It seen controller saturating. The motor controller currently set limit pwm pulse used control ESC throttle 1800ms 180 code (The maximum 2000ms 205) minimum set 155 1115ms (enough quad lift itselft feel weightless). I make room tuning altitude/height PID controller maintaining throttle ratio 4 motors PID controllers. Is something wrong implementation limiting maximum throttle? Here implementation: Possible solution I two possible solutions mind I could redesign camera mount lighter 20-30 grams. less front heavy I could increase maximum throttle possibly leaving less room altitude/throttle control. Does anyone know optimum solution problem? Additional information The quadcopter weighs 1.35kg motor/esc set DJI (e310) rated 2.5kgs recommended thrust per motor 350g (1.4kg). Though real world test showed capable 400g per motor setup weighing 1600g take-off weight How I tune roll PID gains I set first Rate PID gains. setpoint zero dps Set gains zero. Increase P gain response system disturbances steady oscillation. Increase D gain remove oscillations. Increase I gain correct long term errors bring oscillations setpoint (DC gain). Repeat desired system response achieved When I using single loop pid controller. I checked data plots testing make adjustments increasing Kd minimize oscillations increasing Ki bring oscillations setpoint. I similar process cascaded PID controller. The reason rate PID small rate Kp set 0.1 gains zero already started oscillate wildy (a characteristic high P gain). I set Rate pid's would maintain angle I physically placed (setpoint 0 degrees per second) I used P gain outer loop stabilize PID translate angle setpoint velocity setpoint used control rate PID controller. Here roll axis 15 degrees set point Rate Kp = 0.07, Ki = 0.035, Kd = 0.0002 Stabilize Kp = 2 It stable however reaction time/rise time slow evident video.",quadcopter pid stability
9254,Pure Arduino Quadcopter,"I recently bought set escs, brushless outrunner motors propellers. I'm trying perform calibration esc, I can't find I without using components arduino uno itself. The setup I've managed make one shown picture. The escs mystery, manual found. If helps, buy link : There might also problem battery (LiPo 3.7V, 2500mAh). Can andybody figure I'm wrong? The sample arduino code I found this:",arduino quadcopter esc
9256,3 way check valve,"I working micro dispensing system, using syringe pump. The design involves syringe top moved stepper motor. There would one liquid reservoir form syringe would pull liquid from, push eject liquid end. When pull syringe, liquid sucked syringe, opening shut. When syringe pushed, liquid ejected end. The quantity liquid dispensed would small (400mg) using small syringe 1 2 ml .. per measurement, every 100 dispensing operations, 1 ml syringe would empty would need pull liquid reservoir syringe, dispensing again. My question is, I unsure check valve here. Is 'Single' check valve available would allow kind flow happen ?",motor design
9260,How difficult build simple robots (for example Line follower) using raspberry pi ROS?,"I want build low cost robot, running ROS educational purposes. It simple line follower using raspberry pi IR sensor. Is overambitious beginner project? How difficult make ROS run custom hardware? P.S. I newbie robotics programming I interested building actual robots running simulations. Also, I cant afford buy ROS compatible robots.",ros raspberry-pi electronics
9262,Topics object perception pr2,"I started use ROS hydro (Robot Operating System) ubuntu, using simulator ""Gazebo"" roscpp library, order program robots. In case pick place known objects robots, topics object perception pr2 ROS??",ros gazebo
9263,Are operational space joint space dependent other?,"Some questions this, friends I argued problem. Are operational space joint space dependent other? I know $x_e$ (end effector's pos.) $q$ (joint var.) expressed equation non-linear function $k$: $x_e = k(q)$ But I don't think tells us operational space joint space dependent.",kinematics
9265,Waiting r_gripper_sensor_controller/gripper_action action server come,"I started use ROS hydro (Robot Operating System) roscpp. I tested examples move gripper pr2 Gazebo (especially code : ) catkin package. I launch : roslaunch pr2_gazebo pr2_empty_world.launch I run node code : rosrun pack_name node_name, I get :: Waiting r_gripper_sensor_controller/gripper_action action server come ... Waiting r_gripper_sensor_controller/gripper_action action server come ... I want know cause lines order see results. I do?? notable I launch : roslaunch pr2_gripper_sensor_action pr2_gripper_sensor_actions.launch previous link, I get : [pr2_gripper_sensor_actions.launch] neither launch file package [pr2_gripper_sensor_action] [pr2_gripper_sensor_action] launch file name",ros gazebo
9267,6D localization 6 lasers,"I know multi-rotor is, rectangular room, via 6 lasers, 2 axis. The problem like this: Inputs : Room : square => 10 meters 10 meters 6 positions lasers : Fixed frame 6 orientations lasers : Fixed frame The 6 measurements lasers The quaternion IMU flight controller (PixHawk). The origin centered gravity center multi-rotor defined walls perpendicular axes (the normal wall X (-1,0,0)) Output : Position 3D (X,Y,Z) Angular position (quaternion) Since I got angular position multi-rotor, I rotated laser positions orientations via quaternion, extrapolate via 6 measurements I got 3 walls. (orientations walls trivial, one point enough determine position. Badly, I noticed yaw (rotation z) measurement PixHawk unreliable. Then I measure yaw lasers, I success it. Event 2D problem easy, I lost 3D. Does someone know [Algorithm know XYZ position quaternion 6 measurments] exists somewhere ? Or right way go problem ? The question : How could I get yaw 2 measurements 2 lasers I know original position, orientation pitch roll. NOTE : Green pointers origin position, Red pointers ""final"" position, could rotated around red circle (due yaw).",algorithm geometry
9269,Suggestions object types (features) track ARDrone 2 camera,"UPDATE I aded 50 bounty question StackOverflow I trying implement object tracking camera(just one camera, Z info). Camera 720*1280 resolution, I usually rescale 360*640 faster processing. This tracking done robots camera I want system would robust possible. I list I far results. I tried colour tracking, I would convert image hsv colour space, thresholding, morphological transformations find object biggest area. This approach made fair tracking object, unless object colour. As I looking max objects bigger one I need, robot would go towards bigger one Then, I decided track circled objects specific colour. However, difficult find different angles Then, I decided track square objects specific colour. I used I checked condition (approx.size() >= 4 && approx.size() <= 6) afterwards I checked solidity > 0.85 aspect ratio 0.85 1.15 But still result robust I would expect, especially size. If several squares would find needed one. So, I need suggestions features object could I use improve tracking how? As I mentioned several times, one main problems size. And I know size object. However, I sure I make use it, I know distance object camera I sure represent size pixel representation I eliminate blobs fall range. UPDATE In third step, I described I going detect squares specific colour. Below examples I getting. I used HSV range red colour: Scalar(250, 129, 0), Scalar(255, 255, 255), params OpenCV's inRange function HMIN = 250, HMAX = 255; SMIN = 129, SMAX = 255; VMIN = 0, VMAX = 255; (Would like see suggestions tweaking values well) So, picture see processing; gaussian blurring (5*5), morphological closing two times (5*5). And image label ""result"" shows tracked object (please look green square). On second frame, see cannot detect ""red square"". The main difference two pics I bended lid laptop (please look closer cannot notice). I suppose happens illumination, causes thresholding give desired results. The way, I think two separate processing image. First, thresholding based colour I above. Then I find object move next frame. If use opencv's find squares method. However, method involve much processing image.",quadcopter cameras opencv
9274,Action cost get smooth path,What action cost used get smooth path? Like use distance traversed get shortest path. Will cost get smooth path something related rate change slope path?,motion-planning
9276,Papers Algorithms Robotics,"I'm CS student I need give 30-minute lecture 1-2 papers describing 1-2 algorithms main problems Robotics (navigation, coverage, patrolling, etc.). I background Robotics specifically, I take classes Algorithms AI (including basic AI algorithms A*, IDS, UCS, subjects decision trees, game theory, etc.). The difference simply describing one I need paper refer actual physical robots algorithms, real problems physical world, opposed AI ""agents"" theoretical algorithms. I required lecture 1-2 academic papers, published 2012 onward, ""respectable"" amount citations. Any suggestions papers would greatly appreciated!",navigation algorithm theory coverage
9277,How guide camera circular tube?,"Let's say I 6-DOF flying camera I want make move circular tube autonomously let's suppose camera system makes fly considered point space. Which feature image I get camera I use move camera appropriately, get one end tube get other? For example, I thought I could use edge detection. As camera moves forward tube, due fact far plane infinitely away, dark circle forming camera sees nothing surrounded walls tube. I think ""preserving"" circle might way go (for example becomes ellipse I move camera accordingly become circle again), features help ""preserve"" circle? I would like use image-based visual servoing that. However, troubles following. In visual-servoing applications I seen, control objective make features ""look"" certain way camera point view. For example, projections 4 points want camera move accordingly projections' coordinates specific values. But features actually same. In case I thought example I could say I want projections 4 ""edge points"" circle/ellipse take specific values define circle centered fov camera. But camera moves achive setup features, 4 new ""edge points"" correspond projections 4 different real points pipe theory collapses. Am I right think that? Any way get past it? Any oher ideas relevant literature?",localization cameras motion-planning visual-servoing exploration
9280,Inverse kinematics singularity MATLAB,"I want find general coordinates q=[alpha,beta,gamma] (3 revolute joints) minimizes norm ||rGoal - r||_2 rGoal included manipulator workspace. The problem already solved coordinates rGoal inside manipulator workspace, I really dont know Singularities. A stopping criteria I use is: norm(rGoal-r_BF_inB(q_old(1),q_old(2),q_old(3)))< norm(rGoal-r_BF_inB(q(1),q(2),q(3))) But really give correct answer. How solved general rGoal outside workspace?",inverse-kinematics
9282,Mobile phone power packs,"For robotics project I would like utilise readily available mobile phone 'power banks' simplify power system robot. However, power banks output 5V, great logic systems motors. I wondering I could wire outputs two power banks series get 10V bad idea? Should I wire parallel use boost converter? Is custom solution using 'ordinary' Li-Po batteries associated charging circuit best answer? Additional Information: This two wheeled robot. 5V Logic 7+V Motor driver Power Banks: 5V 2.1Amp 2100mAh",mobile-robot power battery
9290,Micro Powder Dosing,"I process designing micro powder doser metallic powder plastic capsules (the capsule volume would bigger require, traditional capsule filling wont work). The quantity I need dose 400 mg .. What opinion would best approach this? As per research, I found 3 approaches Auger based solution, auger used control powder drop gravitationally. Volumetric As powder quantities would small, metal rods groove proper volume designed dispense powder. For keep powder flowing use vibration motor pour powder groove. A stepper motor rotate rod dispensing powder. I made rod bigger show concept, would mounted cap rotate much volume powder dropped cap. Weight based measurement. Dropping powder weighing balance, control via feedback .. I think would difficult thing do, plus time consuming, provided we'd fill thousands capsules. Prio # 1 accuracy, error margin 1 -2 % .. secondly cost .. I'd like costly .. 300 - 500 $. The metal powder magnetic .. fine .. doesn't clump .. I read articles appears continues tapping powder flow improved lot.",arduino motor
9294,Choosing battery: harbor freight solar battery OK R/C Lawnmower?,"I built R/C Lawnmower. I call Honey Badger, tears stuff (that's good thing). Well, I used used batteries get project going it's long past time get Honey Badger going again. The Honey Badger built electric wheelchair frame, originally used wheelchair deepcycle batteries. U1 I recall. There 4 wired 2 banks series parallel give 24V 24V motors. Going used wheelchair parts place hour drive requires weekend visit get used batteries unknown condition. Contrast Harbor Freight, 20 minutes away solar batteries physical dimensions comparable (?) electrical characteristics. I think coupons, tax, playing game, I get battery ~$50, price used U1. I found Amazon also U1 batteries, ~\$120 2 shipping. Batteries plus sell deepcycle auto batteries greater Ah capacity ~$100 each. Gross solution winds around same: ~\$240 - ~\$300. Is difference technology ""solar battery"" ""wheelchair battery""? Is difference substantial? Given I'm pretty rough thing, particular technology better suited tasks? Is benefit drawback using automotive battery? I charger original wheelchair I recall, it's good capacity room spare. I think put 5 amps.",battery
9296,Why RoboClaw seem ignoring PID gain settings?,"I'm seeing behavior RoboClaw 2x7 I can't explain. I've trying manually tune velocity PID settings (I don't windows box I can't use Ionmc's tuning tool) using command 28 set velocity PID gains, command 55 verify they're set correctly, 35 spin wheel half maximum speed. The problem combination PID gains seems make difference all. I've set 0,0,0 motor still spins roughly set point. I must something wrong, I'm pouring datasheet I don't see is. By rights motor shouldn't spin I use 0,0,0! Any ideas?",control pid
9297,Finding rotation quaternion,"I trying use quaternions robotics one thing I don't understand it. Most likely I don't understand define position quaternions define rotation quaternions difference.. Please watch ""understanding steps"" correct I wrong somewhere. Lets assume I 2 vehicle positions described 2 rotation quaternions: $$ q_1 = w_1 + x_1i + y_1j +z_1k = \cos(\pi/4) + \sin(\pi/4)i $$ This quaternion normalized represents rotation $x$ axis $\pi/2$ angle I understand it. $$ q_2 = w_2 + x_2i + y_2j + z_2k = \cos(\pi/4) + \sin(\pi/4)k $$ And one represents rotation angle $\pi/2$ $y$ axis. $q_1*q_2 = q_3$ would rotation made $q_1$ first $q_2$ second. $$q_3 = \frac{1}{2} + \frac{i}{2} +\frac{j}{2} +\frac{k}{2}$$ QUESTION 1: Given $q_2$ $q_3$ I find $q_1$? QUESTION 2: How find rotation angle vector, given rotation quaternion? For example I want find angle $q_3$ turned $2i+j-k$ quaternion.",kinematics
9298,Finding high torque servo robotic arm,"I new working robotic arms I trouble finding correct servo base arm. It 2 link robot - link weighs 1.2 kg 40 cm long. I gripper 10 centimeters. The servo gripper hold max 4kg. The whole robotic arm, including maximum load carry servos accessories, 8.3 kg. The maximum load needs carry 4 kg end arm 90 cm. What servo could I use move rotary base servo could I use lift arm base? The last one move link would preferable 2 axis servo. The specification I need right servo use energy supply two 12 volts DC batteries connected series 18Ah. I need servo DC. The things worked around servo best work.",robotic-arm servomotor
9301,Direct vs semi-direct methods visual inertial odometry,"I reading papers visual inertial odometry IROS 15: Semi-Direct EKF-based Monocular Visual-Inertial Odometry Robust Visual Inertial Odometry Using Direct EKF-Based Approach I would appreciate someone could explain semi-direct direct methods vary exactly? As far I understand, direct methods use pixel intensities framework. However, papers listed use photometric intensities/pixel intensity values yet one semi direct other's direct.",ekf
9302,Output angle DC motor - current input,"What preferred time-domain method simulate ideal position motor given electrical-current input? Assume goal plot position output motor, based constant electrical-current input. For example, X amps given motor. Plot output Angle Y function time, using time-based tools (not Laplace MATLAB outputs). ========= Two methods =========== Here two methods, yield different results reason. Any ideas identical? Input constant Current . Method 1) Find updated velocity given acceleration acc[k] = (I[k]*Kt - b*vel[k-1]) / J vel[k] = vel[k-1] + acc[k]*dt pos[k+1] = pos[k] + vel[k]*dt + 0.5*acc[k]*dt^2 So, desired, function 'I'. This version less stable, oscillating output, regardless order vel acc computed in. Method 2) Find velocity using difference positions. This could obviously noisy result, practice would need filtered. acc[k] = (I[k]*Kt - b*vel[k]) / J vel[k] = (pos[k] - pos[k-1]) / dt pos[k+1] = pos[k] + vel[k]*dt + 0.5*acc[k]*dt^2 As before, position equation ultimately function I. However, version smoother output. ===================== Appendix 1: For method (1), assume ideal current-driven DC motor Laplace model: angVelocity/current = Kt/(Js+b); Kt motor constant, J rotor inertia, b damping. Then acc*J + b*vel = current*Kt, acc[k+1] = (current[k]*Kt - b*vel[k]) / J. As reminder, vel[k] found using previous acceleration via v[k] = v[k-1] + acc[k-1]*dt noted method #1.",motor kinematics servomotor simulation
9303,Ultrasonic Sensor's Lag (20Hz) effect PID contol loop rate (150Hz),"Good day, I would like ask possible use ultrasonic sensor altitude hold quadcopter sampling rate Ultrasonic sensor (HC-SR04) 20Hz incurring errors polling I tested it. I seen sensor implemented projects however I could find papers explain use sensor better detail. I seen possible solutions raspberry pi one using interrupts using Linux's multithreading. If understanding right, use interrupts, I need sort data ready signal ultrasonic sensor. However available particular sensor. Is possible use echo pin positive edge trigger interrupt service routine (read sonar/calculate distance function). But would introduce inconsistent loop execution times bad consistent PID loop. Another approach use multithreading using wiring-pi library enables run function, let's say function triggers sonar calculates distance along side pid control loop. How would affect PID control loop rate? Which best way implement sonar sensor based altitude hold?",quadcopter pid stability real-time sonar
9305,Create 2 light red/green,"I working project Create 2. Just recently I run problem battery state. The Create 2 charging night clean light shows green. However, I unplug press clean button, shows red consistently run commands Arduino I hooked it. What could problem?",arduino irobot-create battery
9312,KUKA delimiter .NET,"I chance develop user interface program lets user control KUKA robot computer. I know program stuff KUKA utilities, like OrangeEdit, I don't know I want do. I don't even know what's ""best"" language talk robot. My idea control robot arrow buttons, like up/down controls Z axis left/right controls X/Y axes. Can someone help here? I know there's lot libraries control robot even Xbox controller, I limit robot 3 axes I might able control simple buttons. Edit: Now imagine routine consists going P1 P2 P3. I know ""touch up"" points refresh coordinates using console, .net application? like modifying src/srcdat files?",robotic-arm kuka
9313,"How detect wall-corners, fans, lights indoor using CV?","Im currently working autonomous indoor quad-rotor. For purpose I'm using OpenCV enable computer vision drone. I need able detect wall corners, fans (both stationary rotating), lights lamps, wall paintings object associated walls ceiling indoor environment. Until I come two ideas achieve this. 1) Establish ML (machine learning). Use feature descriptors like SIFT, SURF collect set feature descriptors training set try detect objects interest. The main issue access SIFT SURF algorithms available OpenCV 3. 2) Implement SLAM algorithm map environment use information returned identify wall-corners. Of course way I able detect fans lights. So question is, methods I could use ones listed order achieve goal. Am I missing something image segmentation, clustering image transforms (hough line/circle) could utilised situation? Thanks",computer-vision machine-learning opencv
9318,Understanding Drift Simultaneous Localization Mapping (SLAM),"I trying understand effect drift Simultaneous Localization Mapping (SLAM). My understanding drift occurs robot tracks position relative set landmarks storing, landmark small error location. Therefore, accumulation small errors long trajectory causes large error end trajectory. However, I confused would happen robot tracks way back starting positions. Suppose robot starts position A, starts move along path, mapping environment so, reaches position B. Now, robot error stored position B, due drift tracking. But suppose robot makes way back A, tracking relative landmarks created first path. When reaches A, back true position A, i.e. started first path? Or drifted away A? My intuition end true position A, even though landmarks errors them, long error large robot eventually get back position stored landmarks A. And there, landmarks definitely correct, without error, initialized drift errors started accumulate. Any help? Thanks!",mobile-robot localization slam navigation mapping
9320,quadrotor motion planning hard?,"With introduction incremental sampling algorithms, like PRM RRT planning higher dimensional spaces reasonable computation time become possible though PSPACE-hard. But quadrotor motion planning problem still difficult even simplified quadrotor model? I solving dynamic car problem OMPL, produced solution within 10s I set planning time 100s quadrotor, still find solution.",mobile-robot quadcopter motion-planning planning rrt
9321,Having hard time understanding equation monocular EKF SLAM,"Reading paper visual odometry, used bearing vector parameterize features. I hard time understanding state propagation equation bearing vector term means : The vector N mentioned equations, clear does. Would really appreciate someone would help understand :)",localization slam navigation ekf mapping
9323,Lateral load servo motor,"Looking pictures existing designs quadropod robots, servos legs seem usually mounted inside chassis, second attachment back servo well, this: rather putting looks like asymmetrical load, like knees here: Is aesthetics real structural reasons minimize lateral load axle robot size?",joint
9324,Quadcopter PID Tuning Altitude Hold/Position Hold along Z axis,"Good day, I finished tuning Pitch Roll PID's. I setting throttle quad weightless. I tuning axes separately. I would like ask best way tune PID maintaining altitude setpoint. Is best turn Pitch Roll PID controllers tuning altitude PID best already active tuning latter controller? I going use cascaded PID controller using Velocity along z-axis calculated accelerometer output inner PID loop (150Hz) altitude measurement HC-SRO4 ultrasonic sensor (20Hz) outer PID loop.",quadcopter pid stability real-time sonar
9327,Vision-based Position Estimation quadrotor,"As subtask inside main project I need compute position (x,y,z) quadrotor using homography. To I use camera (attached quadrotor) pointing artificial landmark floor. Basically I need compute extrinsic parameters camera know pose respect landmark. I know projective points landmark camera, intrinsic matrix camera I also need real landmark position [X, Y, Z]. I suppose Z coordinate equal 0 landmark plane, I sure compute real [X,Y] coordinates. Any idea that? I also interested put (x,y,z) position quadrotor control path, anybody knows I find info common controllers kind task?",control computer-vision quadcopter uav visual-servoing
9334,Controlling Syma X5C laptop,"Out curiosity, possible control X5C computer? I think I buy transmitter attach laptop. Do think communications transmitter drone proprietary protocol? Or would adhere standard? If links/advice could point right direction, would appreciated.",quadcopter
9336,Jacobian Inverse Kinematics quaternion end effector,"Quaternion four parameters. Calculating Jacobian inverse-kinematics, 3 positions four quaternion parameters make Jacobian $7\times7$ instead $6\times6$. How reduce Jacobian $6\times6$ using quaternion?",robotic-arm inverse-kinematics jacobian
9337,Suitable D star variant non-holonomic motion planning mobile robots,"I working non-holonomic motion planning problem mobile robot completely unknown environment. After going research papers, I found D-star algorithm widely used conditions. But many D-star variants like Focused D*, D*-Lite, Field D* etc... So variants suitable case? Also please suggest better approach problem?",mobile-robot motion-planning algorithm
9341,Computer stereo vision simulator,In research project I deal mobile robot perceives stereo vision. As stereo input data I currently use several datasets taken passenger vehicle contain real world photos. The datasets good get started limited content I would need model traffic situations work stereo vision system. I thinking using kind synthetic graphics simulation input stereo system. What options? I imagine 3D graphics rendering engine whose output would fed input stereo vision could probably used. I found general robotic simulators available like Gazebo since I new robotic simulation I really know begin. EDIT: I forgot write code pure C++. I use OpenCV LIBELAS stereo vision Point Cloud Library (PCL) visualization. All glued together single C++ project compiles single binary.,mobile-robot simulator stereo-vision
9342,ZigBee like network FPV,ZigBee designed video transmission. I need mesh network contains multiple nodes like ZigBee networking robots FPV. Is solution?,communication
9344,Which geo-projection use odometry,"I would like make little survey regarding (geo)spatial projection use elaborating GPS movement data spatial awareness robots. Moving GPS coordinates planar projection seems reasonable choice since distances (for several formulas approximations exist), bearings must computed. Generally, although scales pretty small here, avoiding equirectangular approximation seems good idea order keep consistent system. Avoiding working 3D world (Haversine great-circle stuff) probably good idea keep computations low-cost. Moving world 2D projection hence seems best solution, despite reprojection input GPS coordinates needed. I would like get opinions ideas subject (...if ever anyone interested U_U).",odometry geometry
9346,Pick place robot,I simulate pick place robot (3 DOF). I tried MATLAB. It pick place different objects according geometry. Where I find similar m-codes algorithms?,robotic-arm matlab
9349,Applying MoCap data real life robot,"I Kinect Sensor, iPi software I use create motion capture data use film editing. I looking creating small, Raspberry Pi driven bipedal robot fun, I wondering possible use MoCap control robot? It 20-30 cm tall, six servos (hips, knees, ankles). Is possible apply movement six joints human body robot, like string directly left knee joint left knee servo? It could either real-time, like following actions, using pre-recorded data. (NOTE: If needed, I plug directly Apple/Windows computer, Pi could support this. Also, upper torso moment.)",mobile-robot motion-planning servos
9351,Which kind valve used dispensing food grains?,"I project automated grain dispenser system using PLC control. I need valve dispensing grain hopper packet. I able control flow grain. So kind valve I use flow control grain? There different types grains like rice, wheat, etc., valve controlled PLC (opening closing valve).",automation
9353,Why ESC stop?,"I've built quadcopter four brushless motors ESCs (30A). I'm using Arduino control them. I haven't written complex code; enough get running. Everything fine I send number 920 serial. Then, reason, motors stop spinning. I'm using three freshly bought charged LiPo cells (V = 11.1V). Here link site I bought (I cannot seem find resource them) : 4x A2212 1000KV Outrunner Motor + 4x HP 30A ESC + 4x 1045 prop (B) Quad-Rotor. When I tried turning one motor, I could write 1800 microseconds, 4 1 motor, minimum works 800. Can somebody explain happens I I fix it? Here code:",arduino quadcopter brushless-motor esc
9355,Dynamic model robot lifted balloon (Multibody system),"I'm hard time trying understand obtain dynamic model system similar image. The balloon simple helium balloon, however box actually aerial differential drive platform (using rotors). Now there's basically model balloon another actuated box. However I'm lost combine both. The connection rigid since string. How I it? Is documentation could point to, order help develop dynamics model system? Since I'm lost, help useful. Thanks advance!",mobile-robot kinematics dynamics
9365,"Difference underactuated system, nonholonomic system","What's difference underactuated system, nonholonomic system? I read ""the car good example nonholonomic vehicle: two controls, configuration space dimension 3."". But I thought underactuated system one number actuators less number degrees freedom. So same?",kinematics
9367,Relationship motor torque acceleration,"I working designing building small (1 1/2 lbs), 2-wheeled, differential drive Arduino-controlled autonomous robot. I electronics figured out, I trouble understanding much torque motors actually need move robot. I trying use calculations shown related calculator tool determine speed torque I need. I using wheels 32mm diameter one Pololu's High-Power Micro Metal Gearmotors. I performed calculations robot weight 2 lbs safe found 50:1 HP Micro Metal Gearmotors (625 RPM, 15 oz-in) theoretically work fine, moving robot 3.43 ft/s acceleration around 29 ft/s^2 5-degree incline. However, I found explanation several things I think would important know choosing drive motors. When robot moving motors turned full power, need deliver full stall torque. Based calculations, seems amount torque get robot moving, torque, faster robot's acceleration. Is true? Also, power source cannot supply full stall current motors, robot able start moving? In case, I powering robot 7.2V (6S) 2200mAh NiMH battery pack provide around 2.6A continuously, voltage drops less 1V. Will able power motors? Once robot reaches full speed longer accelerating, theoretically motors providing torque, I think case. Is it, so, I know much torque providing? Will motors I chose enough torque move robot?",mobile-robot motor
9370,Thermal Imaging camera activation upon detection,"So I planning building robot turns detects kind heat source, I currently looking thermal imaging cameras, sure go writing code send ping sort message camera detects heat source. Does anyone know way this? Thanks",wheeled-robot
9371,Reliably establishing communication OI mode Create 2,"I've started tinkering Create 2, I'm issues reliably getting accept commands. I occasionally get right, sometimes, seems ignore me. I'm guessing cleanup code isn't getting state fully reset something. Is good pattern follow fail-safe initialization code? Here's I'm right now: Pulse BRC low 1 second Wait 1 second Send 16x 0 bytes (to make sure it's waiting rest command, completes - seemed help bit I added this) Send 7 (reset) Wait 10 seconds Send 128 (start) Wait 2 seconds Send 149 35 (ask current OI state) Wait 1 second Send 131 (safe mode) Sometimes I'm able issue 137 (drive) commands work. Most times doesn't. The times doesn't, I'm seeing lot data coming Create 2 I'm expecting, looks something like (hex bytes): There's more, logging cut off. I get pattern couple times, seems least partially repeating. I thought maybe it's 16 0-bytes I sent followed 003f 2aff 7321 09cc 0a88, I still don't know interpret that. Sometimes make noise reset command, usually ignores start/safe mode commands completely (I tell green light stays on).",irobot-create
